target,period
TIC321864797,13.2351885
TIC323020176,11.9758852
TIC323301918,10.6909404
TIC328862783,10.1307743
TIC329864959,9.045662
TIC330847328,13.2390279
TIC331069412,12.9460797
TIC332607409,13.0509244
TIC333473672,13.0049593
TIC333642126,9.6532269
TIC333868181,15.6154549
TIC334886280,12.0007398
TIC341029467,13.2085964
TIC341193555,9.7242239
TIC343285974,16.0457664
TIC343320735,96.2626719
TIC347130362,11.5941268
TIC347506869,10.3149658
TIC349480752,77.7343273
TIC349519544,18.7537886
TIC349521875,37.4100847
TIC349643889,26.6794629
TIC349762699,31.3956354
TIC349763482,15.6295651
TIC350297040,10.8739196
TIC350298314,47.7191149
TIC350479101,11.9168906
TIC350518984,23.9165758
TIC350618622,52.9784542
TIC351287412,10.1335397
TIC35349987,42.9559995
TIC354518617,9.4357683
TIC355152640,22.1189597
TIC356015357,11.2594893
TIC356015361,11.2599309
TIC356340346,23.8543071
TIC356641568,11.4947793
TIC356978132,60.1840812
TIC358111274,43.8434276
TIC358517121,10.5497757
TIC359132040,11.072083
TIC360661624,10.9804655
TIC362103921,10.0954209
TIC362104293,28.9620253
TIC363326796,11.3956206
TIC364120439,9.3202772
TIC365059891,14.8991013
TIC365663227,13.7364979
TIC365717153,11.9094253
TIC368334916,23.5141059
TIC369283035,9.5348094
TIC370085638,10.7713548
TIC370134610,14.4888418
TIC371706494,13.3260359
TIC37248140,11.5067903
TIC374447935,15.5144882
TIC375854079,27.3289296
TIC376923942,9.3354434
TIC377060843,20.9321754
TIC377325711,12.9973471
TIC379631121,16.2097023
TIC380783252,9.9653085
TIC3815360,19.5810469
TIC3816260,13.1278709
TIC382067804,26.1313581
TIC382308684,9.0737123
TIC382517745,10.4410548
TIC384031569,20.8219638
TIC386166904,12.3556695
TIC386431674,17.4804458
TIC387834907,12.6526261
TIC391643922,17.7969142
TIC392963260,12.4176103
TIC394230860,28.9649092
TIC394728064,42.6178946
TIC396059992,9.1022293
TIC396720998,32.2683241
TIC396721448,29.4183827
TIC396902326,15.9243623
TIC398763011,9.3189094
TIC398850090,13.1813342
TIC399144800,27.2154167
TIC399832376,13.4347078
TIC400940488,13.6407327
TIC401606923,13.9175979
TIC401926767,13.6020534
TIC402112785,10.9407277
TIC404113676,45.8896573
TIC404927661,18.5362828
TIC405177882,13.7148969
TIC405685992,9.5741104
TIC406238813,29.2303053
TIC407661994,25.1117023
TIC407823917,10.6152073
TIC407824089,17.9447363
TIC410654298,19.9520732
TIC415469752,42.6305665
TIC415528958,11.0423645
TIC41591173,81.0599147
TIC416635004,19.406274
TIC417126296,10.0364773
TIC417734853,11.4462212
TIC420574964,19.6690093
TIC4206238,14.9741075
TIC421334320,17.805892
TIC421714420,41.1246562
TIC422844353,13.2693897
TIC422920321,30.8138387
TIC424439457,11.5549155
TIC424796997,13.8773593
TIC426422372,14.3094876
TIC427348923,9.4570322
TIC427398881,13.5495751
TIC427654774,10.4528177
TIC428102518,10.9206219
TIC428981401,16.7779298
TIC431159508,11.0674407
TIC434664688,16.8578433
TIC434723918,16.2056892
TIC437322147,10.6151213
TIC439943228,10.5156732
TIC440676745,14.9768053
TIC441026718,10.3500328
TIC441464221,11.475145
TIC441794509,14.8174987
TIC441794509_2,14.9398487
TIC441808796,15.4713374
TIC443174527,9.4252907
TIC44631957,15.3114276
TIC446872386,13.0812872
TIC44890224,10.62318
TIC450109281,10.8901816
TIC451112995,9.3056453
TIC452631268,22.122466
TIC453012065,13.3886087
TIC453152562,16.033289
TIC453426326,14.3924107
TIC453828065,9.138309
TIC453828066,9.1345195
TIC453831755,20.2077121
TIC455824124,12.9149294
TIC455991789,9.1764269
TIC456033358,12.0570484
TIC456260074,16.6532886
TIC458479571,36.6022571
TIC459278502,15.8522773
TIC459758530,9.8377035
TIC459894730,12.1115509
TIC461579405,13.9182101
TIC461662295,20.5400465
TIC462267926,10.9399897
TIC462785373,31.8437697
TIC4629065,11.794327
TIC464772659,9.7376099
TIC464806209,18.9528711
TIC465088681,12.0413734
TIC466323338,21.3389511
TIC467181063,15.5194227
TIC467354611,13.9142034
TIC467722869,9.481646
TIC468754960,14.4982881
TIC468827257,17.8706449
TIC470152814,24.544836
TIC470358759,19.2083565
TIC4723156,9.4901054
TIC47757785,15.6793194
TIC48191564,9.5689982
TIC48356677,10.7614629
TIC5092088,10.125882
TIC52924466,37.268309
TIC53122807,17.8525026
TIC53189332,9.2908633
TIC5364915,11.1448055
TIC55383975,48.0513013
TIC55408994,13.2542617
TIC55489734,13.0151347
TIC55497281,14.9053608
TIC55652896,34.5183353
TIC55659311,31.1134188
TIC55727842,16.4698673
TIC56912737,20.6894168
TIC5703872,16.2814462
TIC57258016,19.6982759
TIC59091000,14.7894291
TIC60284401,10.1290735
TIC60433558,10.8004431
TIC60735803,21.1444727
TIC62762261,19.158835
TIC63071165,13.6839133
TIC63126950,30.2993098
TIC63588946,12.7225898
TIC65628544,12.1561888
TIC66355834,10.3692683
TIC66545120,10.8521597
TIC66668289,13.9261861
TIC6667908,14.4434464
TIC66786762,16.6888008
TIC67559369,14.7103164
TIC69888530,10.3516947
TIC69949079,13.0559028
TIC70442570,11.5269229
TIC71531463,15.336607
TIC71546916,9.8598511
TIC722865779,11.863559
TIC73723286,14.0655737
TIC76758733,14.6309618
TIC7695666,17.5537009
TIC77030554,10.2871845
TIC77545160,11.2465902
TIC77951245,10.7148124
TIC78817217,17.7775277
TIC8200343,12.9845622
TIC83222019,11.6376922
TIC83905462,9.6529258
TIC86182628,26.5439653
TIC87094608,12.6709793
TIC88916475,11.2994767
TIC8895896,12.8580885
TIC89045042,12.6427516
TIC9033144,14.1451608
TIC90716944,16.050526
TIC91246422,18.7739778
TIC92132775,13.9295519
TIC92132777,13.9294661
TIC92594505,22.8699705
TIC92628706,18.4050167
TIC92774987,24.2391808
TIC92995573,16.5355551
TIC9381557,11.8221481
TIC93911780,16.8430226
TIC94368565,15.904527
TIC94986319,16.0675528
TIC98064760,9.8980902
TIC98337456,11.6159619
TIC99028319,9.4045943
TIC99028324,9.40434
TIC99086567,11.845732
TIC99813351,16.373828
TIC99982385,18.5665156
